"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","Policy is not accepted due to missing context ""Contract reference""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","222","Multiple ContractDefinitions exist for one Asset","","Mon May 04 06:20:26 UTC 2026","passed","Mon May 04 06:20:27 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_multipleOffersForAsset"
"","4002","transferData_failing_withProxyOriginalResponse()","","Mon May 04 06:20:32 UTC 2026","passed","Mon May 04 06:20:36 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_failing_withProxyOriginalResponse"
"","4112","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon May 04 06:21:41 UTC 2026","passed","Mon May 04 06:21:45 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","39","Policy is not accepted due to missing context ""Liability""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","111","X.X Verifier should reject Presentations where at least 1 credential schema is violated","","Mon May 04 06:18:57 UTC 2026","passed","Mon May 04 06:18:57 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_x_x_presentationResponse_invalidCredentialSchema"
"","8247","azureBlobPush_containerNotExist()","","Mon May 04 06:19:58 UTC 2026","passed","Mon May 04 06:20:06 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
"","58","Policy is accepted ""Warranty""","","Mon May 04 06:19:25 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","29","Verifier should reject an auth token without the Bearer prefix","","Mon May 04 06:18:56 UTC 2026","passed","Mon May 04 06:18:56 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","presentationResponse_rejectMissingBearerPrefix"
"","83","Policy is accepted ""DataExchangeGovernance use case""","","Mon May 04 06:19:24 UTC 2026","passed","Mon May 04 06:19:24 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2037","Expect the Catalog request to fail if a credential is expired","","Mon May 04 06:20:32 UTC 2026","passed","Mon May 04 06:20:34 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenCredentialExpired"
"","66","Verify HTTP 403 response when refreshing the token is not allowed","","Mon May 04 06:19:22 UTC 2026","passed","Mon May 04 06:19:22 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_unauthorized"
"","3822","Verify that the consumer receives only the offers he is permitted to (using the legacy CX policy)","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:30 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpn_UsingLegacyCxPolicy_shouldReject"
"","3","verifyCorrectParticipantAgentId_forDsp2025(DataspaceProfileContextRegistry)","","Mon May 04 06:21:11 UTC 2026","passed","Mon May 04 06:21:11 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp2025"
"","53","Policy is accepted ""Liability""","","Mon May 04 06:19:25 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","64","refreshEdr_whenNotAuthorized()","","Mon May 04 06:19:28 UTC 2026","passed","Mon May 04 06:19:28 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","52","Policy is accepted ""Enforce data usage end date 1 second in the future""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","65","refreshEdr_whenNotFound()","","Mon May 04 06:19:22 UTC 2026","passed","Mon May 04 06:19:22 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotFound"
"","37","Policy is not accepted due to missing context ""Data Usage End Date Definition""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","350","Provider gets 400 when empty asset selector is used","","Mon May 04 06:20:02 UTC 2026","passed","Mon May 04 06:20:03 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasEmptyAssetSelector"
"","59","Policy is not accepted because definition is not correct ""Access policy permission with not allowed constraints""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","317","Expect the Catalog request to fail if a requested credential is missing","","Mon May 04 06:20:36 UTC 2026","passed","Mon May 04 06:20:36 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenRequestedCredentialMissing"
"","12951","shouldTransferOneGbFile()","","Mon May 04 06:20:43 UTC 2026","passed","Mon May 04 06:20:56 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","37","Policy is not accepted because definition is not correct ""Policy with mutually exclusive constraints""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","34","Policy is not accepted due to missing context ""Version Changes""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","9535","transferFile_withBucketCreation_success()","","Mon May 04 06:20:37 UTC 2026","passed","Mon May 04 06:20:46 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_withBucketCreation_success"
"","56","Expect the Catalog request to fail if a requested credential is missing","","Mon May 04 06:21:32 UTC 2026","passed","Mon May 04 06:21:32 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenRequestedCredentialMissing"
"","30","discoveryShouldReturn2025DspParams_DidAsIdentifier()","","Mon May 04 06:19:45 UTC 2026","passed","Mon May 04 06:19:45 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn2025DspParams_DidAsIdentifier"
"","40","Policy is not accepted due to missing context ""Data Usage End Duration Days""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","34","Policy is not accepted due to missing context ""Jurisdiction Location""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","58","Policy is accepted ""ContractTermination""","","Mon May 04 06:19:25 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","43","5.4.2.4 Verifier should reject an a presentation where a requested credential is missing","","Mon May 04 06:18:57 UTC 2026","passed","Mon May 04 06:18:57 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_04_presentationResponse_emptyCredentials"
"","59","Policy is accepted ""Business Partner Number""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2464","Refresh token is null or empty (missing) [1] null","","Mon May 04 06:19:13 UTC 2026","passed","Mon May 04 06:19:15 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","2052","transferFile_s3ToAzure(Vault)","","Mon May 04 06:20:27 UTC 2026","passed","Mon May 04 06:20:29 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzure"
"","48","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState()","","Mon May 04 06:19:33 UTC 2026","passed","Mon May 04 06:19:33 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState"
"","2657","Policy is accepted ""MembershipCredential""","","Mon May 04 06:19:21 UTC 2026","passed","Mon May 04 06:19:24 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","39","Policy is not accepted due to missing context ""Confidential Information Measures""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","17507","Malicious actor should not impersonate a consumer sending a valid consumer VP","","Mon May 04 06:19:32 UTC 2026","passed","Mon May 04 06:19:49 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withConsumerPresentation"
"","67","Policy is accepted ""Data Usage End Date Definition""","","Mon May 04 06:19:24 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2056","transferFile_targetContainerNotExist_shouldFail(Vault)","","Mon May 04 06:20:11 UTC 2026","passed","Mon May 04 06:20:13 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_targetContainerNotExist_shouldFail"
"","10487","httpPushNonFiniteDataTransfer()","","Mon May 04 06:23:32 UTC 2026","passed","Mon May 04 06:23:42 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushNonFiniteDataTransfer"
"","72","Policy is accepted ""Affiliates BPNL""","","Mon May 04 06:19:24 UTC 2026","passed","Mon May 04 06:19:24 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2076","transferFolder_targetFolderNotExists_shouldCreate(Vault)","","Mon May 04 06:20:09 UTC 2026","passed","Mon May 04 06:20:11 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFolder_targetFolderNotExists_shouldCreate"
"","148939","assertDspCompatibility()","","Mon May 04 06:19:24 UTC 2026","passed","Mon May 04 06:21:53 UTC 2026","","org.eclipse.tractusx.edc.tests.tck.dsp.EdcCompatibilityPostgresTest","org.eclipse.tractusx.edc.tests.tck.dsp.EdcCompatibilityPostgresTest","assertDspCompatibility"
"","47","discoveryShouldReturn502_ifMetadaEndpointNotReachable()","","Mon May 04 06:19:45 UTC 2026","passed","Mon May 04 06:19:45 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn502_ifMetadaEndpointNotReachable"
"","15774","Malicious actor should not impersonate a consumer by creating a VP with the consumer membership credential","","Mon May 04 06:19:49 UTC 2026","passed","Mon May 04 06:20:05 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withWrappedConsumerCredential"
"","51","4.3.3 Verify invalid access token - sub does not match DID document id","","Mon May 04 06:18:57 UTC 2026","passed","Mon May 04 06:18:57 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","39","Policy is not accepted due to missing context ""Affiliates Region""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","4050","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon May 04 06:20:28 UTC 2026","passed","Mon May 04 06:20:32 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","2046","transferFile_azureToS3(Vault)","","Mon May 04 06:20:29 UTC 2026","passed","Mon May 04 06:20:31 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3"
"","58","Policy is not accepted due to missing context ""Warranty Definition""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","106","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_BpnAsIdentifier()","","Mon May 04 06:19:45 UTC 2026","passed","Mon May 04 06:19:45 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_BpnAsIdentifier"
"","54","Policy is accepted ""Confidential Information Sharing""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","55","Verify the refresh endpoint is not called when token not yet expired","","Mon May 04 06:19:22 UTC 2026","passed","Mon May 04 06:19:22 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_notExpired_shouldNotCallEndpoint"
"","65","Expect the Catalog request to fail if a credential has an invalid credential subject id","","Mon May 04 06:21:32 UTC 2026","passed","Mon May 04 06:21:32 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialSubjectIdIsInvalid"
"","4757","Contract policy is fulfilled ""DataExchangeGovernance use case""","","Mon May 04 06:20:44 UTC 2026","passed","Mon May 04 06:20:49 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","31","Policy is not accepted due to missing context ""Precedence""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","3023","transferData_privateBackend_withConsumerDataPlane()","","Mon May 04 06:21:42 UTC 2026","passed","Mon May 04 06:21:45 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","4226","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon May 04 06:21:07 UTC 2026","passed","Mon May 04 06:21:11 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
"","7936","Contract policy is fulfilled ""MembershipCredential""","","Mon May 04 06:20:36 UTC 2026","passed","Mon May 04 06:20:44 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","95","Provider gets 200 when asset selector has a valid criterion","","Mon May 04 06:20:03 UTC 2026","passed","Mon May 04 06:20:03 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldPass_whenContractDefinitionHasCorrectAssetSelector"
"","7027","azureBlobPush_withDestFolder()","","Mon May 04 06:19:51 UTC 2026","passed","Mon May 04 06:19:58 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withDestFolder"
"","6770","transferData_withSuspendResume()","","Mon May 04 06:22:13 UTC 2026","passed","Mon May 04 06:22:19 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","24","discoveryShouldReturn400_whenDidNotResolvable()","","Mon May 04 06:19:45 UTC 2026","passed","Mon May 04 06:19:45 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_whenDidNotResolvable"
"","3375","transferData_privateBackend_withConsumerDataPlane()","","Mon May 04 06:21:33 UTC 2026","passed","Mon May 04 06:21:37 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend_withConsumerDataPlane"
"","56","Policy is accepted ""Data Usage End Duration Days""","","Mon May 04 06:19:25 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","47","Policy is not accepted because definition is not correct ""Access Policy with prohibition rule""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","53","5.4.3.7 Verifier should reject an expired credential","","Mon May 04 06:18:58 UTC 2026","passed","Mon May 04 06:18:58 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_07_presentationResponse_expiredCredential"
"","52","4.3.3 Verify invalid access token - incorrect aud","","Mon May 04 06:18:57 UTC 2026","passed","Mon May 04 06:18:57 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectAud"
"","5115","transferData_privateBackend_withConsumerDataPlane()","","Mon May 04 06:20:54 UTC 2026","passed","Mon May 04 06:20:59 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","3087","Contract policy is fulfilled ""DataExchangeGovernance use case""","","Mon May 04 06:21:36 UTC 2026","passed","Mon May 04 06:21:39 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","1043","shouldFail_whenDestinationBucketDoesNotExist()","","Mon May 04 06:20:42 UTC 2026","passed","Mon May 04 06:20:43 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldFail_whenDestinationBucketDoesNotExist"
"","3017","transferData_privateBackend_withConsumerDataPlane()","","Mon May 04 06:20:22 UTC 2026","passed","Mon May 04 06:20:25 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend_withConsumerDataPlane"
"","1514","4.3.3 Verify invalid access token - nbf in future","","Mon May 04 06:18:55 UTC 2026","passed","Mon May 04 06:18:56 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","5763","httpPushDataTransfer_withLegacyUsagePolicy()","","Mon May 04 06:22:42 UTC 2026","passed","Mon May 04 06:22:48 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer_withLegacyUsagePolicy"
"","468","discoveryShouldReturnDspParams_BpnAsIdentifier()","","Mon May 04 06:19:12 UTC 2026","passed","Mon May 04 06:19:13 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturnDspParams_BpnAsIdentifier"
"","54","Policy is accepted ""Business Partner Group""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","432","Consumer gets catalog from the provider. No constraints.","","Mon May 04 06:19:31 UTC 2026","passed","Mon May 04 06:19:32 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","24","discoveryShouldReturn400_ifRequestHasMissingProps()","","Mon May 04 06:19:45 UTC 2026","passed","Mon May 04 06:19:45 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_ifRequestHasMissingProps"
