"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","5.4.2.3 Verifier should reject an empty 'presentation' array","","Mon May 04 06:18:57 UTC 2026","passed","Mon May 04 06:18:57 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_03_presentationResponse_emptyPresentations"
"","49","Policy is accepted ""Contract reference""","","Mon May 04 06:19:25 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1917","trigger_shouldReturnSuccess_whenAllValidationsSucceed()","","Mon May 04 06:19:30 UTC 2026","passed","Mon May 04 06:19:32 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","trigger_shouldReturnSuccess_whenAllValidationsSucceed"
"","4021","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon May 04 06:21:37 UTC 2026","passed","Mon May 04 06:21:41 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","3468","Run TCK Presentation Flow tests","","Mon May 04 06:18:54 UTC 2026","passed","Mon May 04 06:18:58 UTC 2026","","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","runPresentationFlowTests"
"","270","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Mon May 04 06:19:52 UTC 2026","passed","Mon May 04 06:19:52 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","15576","discoveryShouldReturn502_whenProviderEndpointNotReachable()","","Mon May 04 06:19:45 UTC 2026","passed","Mon May 04 06:20:01 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn502_whenProviderEndpointNotReachable"
"","49","Policy is not accepted because definition is not correct ""Usage policy permission with not allowed constraints""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","56","Policy is accepted ""Precedence""","","Mon May 04 06:19:25 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","36","Policy is not accepted due to missing context ""Business Partner Group""","","Mon May 04 06:19:28 UTC 2026","passed","Mon May 04 06:19:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","54","Policy is accepted ""Enforce data usage end date 1 day in the future""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4","verifyCorrectParticipantAgentId_forDsp08(DataspaceProfileContextRegistry)","","Mon May 04 06:21:11 UTC 2026","passed","Mon May 04 06:21:11 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp08"
"","10643","httpPushNonFiniteDataTransfer()","","Mon May 04 06:22:53 UTC 2026","passed","Mon May 04 06:23:04 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushNonFiniteDataTransfer"
"","56","5.4.2.1 Verifier should reject a presentation response message that contains a different credential than requested","","Mon May 04 06:18:58 UTC 2026","passed","Mon May 04 06:18:58 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_01_presentationResponse_tooFewCredentials"
"","34","Policy is not accepted because definition is not correct ""Usage policy obligation with not allowed constraints""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","212","Verify that the consumer receives only the offers he is permitted to (using BPN group validation)","","Mon May 04 06:20:26 UTC 2026","passed","Mon May 04 06:20:26 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnGroup_shouldReturnOffer"
"","2196","discoveryShouldReturn400_ifRequestHasMissingProps()","","Mon May 04 06:19:10 UTC 2026","passed","Mon May 04 06:19:12 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturn400_ifRequestHasMissingProps"
"","2089","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","Mon May 04 06:20:25 UTC 2026","passed","Mon May 04 06:20:27 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","67","Policy is not accepted because definition is not correct ""Policy with unknown actions types""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","38","Verifier should resolve the DID from the prover's ID token","","Mon May 04 06:18:57 UTC 2026","passed","Mon May 04 06:18:57 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","presentationResponse_endpointDiscovery"
"","6870","transferData_withSuspendResume()","","Mon May 04 06:21:00 UTC 2026","passed","Mon May 04 06:21:07 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withSuspendResume"
"","4316","transferData_privateBackend()","","Mon May 04 06:20:18 UTC 2026","passed","Mon May 04 06:20:22 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend"
"","2461","BusinessPartnerCreated event is published","","Mon May 04 06:19:21 UTC 2026","passed","Mon May 04 06:19:23 UTC 2026","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerCreatedEvent"
"","2090","transferMultipleFile_success(Vault)","","Mon May 04 06:20:04 UTC 2026","passed","Mon May 04 06:20:07 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferMultipleFile_success"
"","389","Expect the Catalog request to fail if a credential is expired","","Mon May 04 06:21:32 UTC 2026","passed","Mon May 04 06:21:32 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialExpired"
"","67","Provider gets 400 when no asset selector is used","","Mon May 04 06:20:03 UTC 2026","passed","Mon May 04 06:20:03 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasNoAssetSelector"
"","3972","transferData_failing_withProxyOriginalResponse()","","Mon May 04 06:21:45 UTC 2026","passed","Mon May 04 06:21:49 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse"
"","115","discoveryShouldReturn400_whenNoProtocolsAvailable()","","Mon May 04 06:19:45 UTC 2026","passed","Mon May 04 06:19:45 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_whenNoProtocolsAvailable"
"","26","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_DidAsIdentifier()","","Mon May 04 06:19:45 UTC 2026","passed","Mon May 04 06:19:45 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_DidAsIdentifier"
"","2923","transferData_privateBackend()","","Mon May 04 06:21:39 UTC 2026","passed","Mon May 04 06:21:42 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","274","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon May 04 06:20:50 UTC 2026","passed","Mon May 04 06:20:50 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_filteredByBpnLegacy_shouldReject"
"","43","Policy is not accepted due to missing context ""Liability""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","58","4.3.3 Verify invalid access token - auth token bound to a different iss/sub","","Mon May 04 06:18:57 UTC 2026","passed","Mon May 04 06:18:57 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenInvalidIssuerSub"
"","93","Policy is accepted ""Affiliates Region (IS_ANY_OF, one element)""","","Mon May 04 06:19:24 UTC 2026","passed","Mon May 04 06:19:24 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","37","Policy is not accepted due to missing context ""DataExchangeGovernance use case""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","107","Policy is accepted ""Affiliates Region""","","Mon May 04 06:19:24 UTC 2026","passed","Mon May 04 06:19:24 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","45","Policy is accepted ""Access policy with empty permission""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","51","Policy is not accepted due to missing context ""Affiliates BPNL""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","5090","httpPushDataTransfer()","","Mon May 04 06:22:48 UTC 2026","passed","Mon May 04 06:22:53 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer"
"","2056","transferMultipleFiles()","","Mon May 04 06:20:56 UTC 2026","passed","Mon May 04 06:20:58 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","2446","The authentication token has a invalid id","","Mon May 04 06:19:18 UTC 2026","passed","Mon May 04 06:19:20 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","2059","transferFile_s3ToAzureMultipleFiles(Vault)","","Mon May 04 06:20:31 UTC 2026","passed","Mon May 04 06:20:33 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","112","BusinessPartnerDeleted event is published","","Mon May 04 06:19:23 UTC 2026","passed","Mon May 04 06:19:24 UTC 2026","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerDeletedEvent"
"","37","Policy is not accepted due to missing context ""ContractTermination""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","63","4.3.3 Verify invalid access token - expired","","Mon May 04 06:18:56 UTC 2026","passed","Mon May 04 06:18:56 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenExpired"
"","63","Policy is accepted ""Jurisdiction Location""","","Mon May 04 06:19:25 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","53","Policy is not accepted because definition is not correct ""Policy with different actions types""","","Mon May 04 06:19:26 UTC 2026","passed","Mon May 04 06:19:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","38","Policy is not accepted due to missing context ""Exclusive Usage""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","33","Policy is not accepted due to missing context ""Confidential Information Sharing""","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","60","Policy is accepted ""Exclusive Usage""","","Mon May 04 06:19:25 UTC 2026","passed","Mon May 04 06:19:25 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","24477","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon May 04 06:19:40 UTC 2026","passed","Mon May 04 06:20:04 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","44","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","Mon May 04 06:19:33 UTC 2026","passed","Mon May 04 06:19:33 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","74","Policy is accepted ""Data Frequency""","","Mon May 04 06:19:24 UTC 2026","passed","Mon May 04 06:19:24 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2425","Refresh token success","","Mon May 04 06:19:27 UTC 2026","passed","Mon May 04 06:19:30 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","52","Policy is accepted ""Data Usage End Date""","","Mon May 04 06:19:24 UTC 2026","passed","Mon May 04 06:19:24 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","508","Verify that the consumer receives only the offers he is permitted to (using the legacy CX policy)","","Mon May 04 06:20:49 UTC 2026","passed","Mon May 04 06:20:49 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_filteredByBpn_UsingLegacyCxPolicy_shouldReject"
